Symbol,Stock Exchange,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
GRID,NASDAQ,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,42.72,$21.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grid
CIBR,NASDAQ,First Trust NASDAQ Cybersecurity ETF,21.6041,$219.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cibr
FTXG,NASDAQ,First Trust Nasdaq Food & Beverage ETF,20.12,$6.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxg
CARZ,NASDAQ,First Trust NASDAQ Global Auto Index Fund,36.251,$18.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/carz
FTXN,NASDAQ,First Trust Nasdaq Oil & Gas ETF,19.33,$1.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxn
FTXH,NASDAQ,First Trust Nasdaq Pharmaceuticals ETF,20.1399,$2.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxh
FTXD,NASDAQ,First Trust Nasdaq Retail ETF,20.18,$2.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxd
FTXL,NASDAQ,First Trust Nasdaq Semiconductor ETF,25.49,$19.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxl
FONE,NASDAQ,First Trust NASDAQ Smartphone Index Fund,48.33,$14.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fone
TDIV,NASDAQ,First Trust NASDAQ Technology Dividend Index Fund,31.87,$717.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdiv
FTXR,NASDAQ,First Trust Nasdaq Transportation ETF,23.47,$2.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxr
QQEW,NASDAQ,First Trust NASDAQ-100 Equal Weighted Index Fund,52.89,$515.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew
QQXT,NASDAQ,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,45.355,$102.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqxt
QTEC,NASDAQ,First Trust NASDAQ-100- Technology Index Fund,62.87,$2.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtec
AIRR,NASDAQ,First Trust RBA American Industrial Renaissance ETF,23.66,$197.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr
QINC,NASDAQ,First Trust RBA Quality Income ETF,23.34,$25.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qinc
RDVY,NASDAQ,First Trust Rising Dividend Achievers ETF,26.87,$180.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdvy
RFAP,NASDAQ,First Trust RiverFront Dynamic Asia Pacific ETF,55.1,$13.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfap
RFDI,NASDAQ,First Trust RiverFront Dynamic Developed International ETF,59.36,$139.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfdi
RFEM,NASDAQ,First Trust RiverFront Dynamic Emerging Markets ETF,62.19,$24.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfem
RFEU,NASDAQ,First Trust RiverFront Dynamic Europe ETF,60.94,$42.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfeu
FTSL,NASDAQ,First Trust Senior Loan Fund ETF,48.57,$1.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsl
FYX,NASDAQ,First Trust Small Cap Core AlphaDEX Fund,54.26,$480.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyx
FYC,NASDAQ,First Trust Small Cap Growth AlphaDEX Fund,37.16,$98.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyc
FYT,NASDAQ,First Trust Small Cap Value AlphaDEX Fund,33.47,$66.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyt
FKO,NASDAQ,First Trust South Korea AlphaDEX Fund,25.83,$5.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fko
FCVT,NASDAQ,First Trust SSI Strategic Convertible Securities ETF,27.2414,$34.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcvt
FDIV,NASDAQ,First Trust Strategic Income ETF,50.65,$101.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdiv
FSZ,NASDAQ,First Trust Switzerland AlphaDEX Fund,48.47,$176.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsz
FTW,NASDAQ,First Trust Taiwan AlphaDEX Fund,34.996,$3.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftw
FIXD,NASDAQ,First Trust TCW Opportunistic Fixed Income ETF,50.63,$50.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fixd
TUSA,NASDAQ,First Trust Total US Market AlphaDEX ETF,28.9123,$10.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tusa
FKU,NASDAQ,First Trust United Kingdom AlphaDEX Fund,37.09,$27.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fku
FUNC,NASDAQ,First United Corporation,14.35,$101.21M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func
FUSB,NASDAQ,"First US Bancshares, Inc.",11.56,$70M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fusb
SVVC,NASDAQ,"Firsthand Technology Value Fund, Inc.",8.4,$62.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/svvc
FSV,NASDAQ,FirstService Corporation,61.1,$2.11B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsv
FISV,NASDAQ,"Fiserv, Inc.",119.76,$25.43B,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv
FIVE,NASDAQ,"Five Below, Inc.",51.74,$2.84B,2012,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five
FPRX,NASDAQ,"Five Prime Therapeutics, Inc.",29.83,$858.68M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx
FVE,NASDAQ,Five Star Senior Living Inc.,2.05,$102.49M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fve
FIVN,NASDAQ,"Five9, Inc.",21.88,$1.19B,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/fivn
FLEX,NASDAQ,Flex Ltd.,16.03,$8.58B,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
FLKS,NASDAQ,"Flex Pharma, Inc.",3.5,$62.9M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks
FLXN,NASDAQ,"Flexion Therapeutics, Inc.",19.3,$612.92M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn
SKOR,NASDAQ,FlexShares Credit-Scored US Corporate Bond Index Fund,50.73,$40.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skor
LKOR,NASDAQ,FlexShares Credit-Scored US Long Corporate Bond Index Fund,51.48,$10.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lkor
MBSD,NASDAQ,FlexShares Disciplined Duration MBS Index Fund,24.03,$36.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbsd
ASET,NASDAQ,FlexShares Real Assets Allocation Index Fund,26.9,$2.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aset
ESGG,NASDAQ,FlexShares STOXX Global ESG Impact Index Fund,85.53,$8.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgg
ESG,NASDAQ,FlexShares STOXX US ESG Impact Index Fund,56.4057,$8.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esg
QLC,NASDAQ,FlexShares US Quality Large Cap Index Fund,29.2534,$24.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qlc
FPAY,NASDAQ,"FlexShopper, Inc.",4.02,$21.26M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/fpay
FLXS,NASDAQ,"Flexsteel Industries, Inc.",52.5,$410.3M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/flxs
FLIR,NASDAQ,"FLIR Systems, Inc.",37.495,$5.12B,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
FLDM,NASDAQ,Fluidigm Corporation,5.64,$165.21M,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm
FFIC,NASDAQ,Flushing Financial Corporation,28.97,$834.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic
FNBG,NASDAQ,FNB Bancorp,41,$199.84M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnbg
FOMX,NASDAQ,Foamix Pharmaceuticals Ltd.,4.75,$176.81M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/fomx
FOGO,NASDAQ,"Fogo de Chao, Inc.",13.75,$387.93M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/fogo
FONR,NASDAQ,Fonar Corporation,22.25,$140.84M,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
FH,NASDAQ,FORM Holdings Corp.,1.62,$31.52M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fh
FORM,NASDAQ,"FormFactor, Inc.",13.625,$976.53M,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/form
FORTY,NASDAQ,Formula Systems (1985) Ltd.,42.3144,$623.24M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
FORR,NASDAQ,"Forrester Research, Inc.",39.95,$708.63M,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/forr
FRTA,NASDAQ,"Forterra, Inc.",19.73,$1.26B,2016,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/frta
FTNT,NASDAQ,"Fortinet, Inc.",39.1,$6.87B,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
FBIO,NASDAQ,"Fortress Biotech, Inc.",3.96,$199.25M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbio
FMCI,NASDAQ,Forum Merger Corporation,9.73,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fmci
FWRD,NASDAQ,Forward Air Corporation,50.23,$1.52B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/fwrd
FORD,NASDAQ,"Forward Industries, Inc.",1.3,$11.42M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/ford
FWP,NASDAQ,Forward Pharma A/S,19.87,$937.55M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fwp
FOSL,NASDAQ,"Fossil Group, Inc.",13.13,$636.27M,1993,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/fosl
FMI,NASDAQ,"Foundation Medicine, Inc.",33.2,$1.18B,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/fmi
FOXF,NASDAQ,Fox Factory Holding Corp.,32.65,$1.22B,2013,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/foxf
FRAN,NASDAQ,Francesca&#39;s Holdings Corporation,14.775,$541.71M,2011,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fran
FELE,NASDAQ,"Franklin Electric Co., Inc.",36.75,$1.71B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/fele
FRED,NASDAQ,"Fred&#39;s, Inc.",14.71,$558.78M,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/fred
RAIL,NASDAQ,"Freightcar America, Inc.",17.71,$219.96M,2005,Capital Goods,Railroads,http://www.nasdaq.com/symbol/rail
FEIM,NASDAQ,"Frequency Electronics, Inc.",10.16,$88.69M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/feim
FRPT,NASDAQ,"Freshpet, Inc.",13.95,$475.9M,2014,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/frpt
FTEO,NASDAQ,"FRONTEO, Inc.",11.4013,$209.49M,2013,n/a,n/a,http://www.nasdaq.com/symbol/fteo
FTR,NASDAQ,Frontier Communications Corporation,1.21,$1.43B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr
FRPH,NASDAQ,"FRP Holdings, Inc.",42.25,$420.01M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/frph
FSBW,NASDAQ,"FS Bancorp, Inc.",44.2,$135.48M,2012,Finance,Banks,http://www.nasdaq.com/symbol/fsbw
FSBC,NASDAQ,"FSB Bancorp, Inc.",14.9,$28.93M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsbc
FTD,NASDAQ,"FTD Companies, Inc.",19.85,$544.57M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ftd
FTEK,NASDAQ,"Fuel Tech, Inc.",0.8052,$18.87M,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/ftek
FCEL,NASDAQ,"FuelCell Energy, Inc.",1.1,$65.39M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/fcel
FLGT,NASDAQ,"Fulgent Genetics, Inc.",7.48,$132.34M,2016,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/flgt
FORK,NASDAQ,Fuling Global Inc.,3.0586,$48.19M,2015,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/fork
FLL,NASDAQ,"Full House Resorts, Inc.",2.32,$53.05M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/fll
FMAX,NASDAQ,Full Spectrum Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmax
FULT,NASDAQ,Fulton Financial Corporation,17.7,$3.09B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult
FNCX,NASDAQ,Function(x) Inc.,0.689,$20.59M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fncx
FSNN,NASDAQ,"Fusion Telecommunications International, Inc.",1.54,$34.52M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fsnn
FFHL,NASDAQ,"Fuwei Films (Holdings) Co., Ltd.",2.72,$8.88M,2006,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ffhl
WILC,NASDAQ,"G. Willi-Food International,  Ltd.",6.56,$86.86M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/wilc
FOANC,NASDAQ,Gabelli NextShares Trust,100.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/foanc
GAIA,NASDAQ,"Gaia, Inc.",11.15,$168.96M,1999,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/gaia
GLPG,NASDAQ,Galapagos NV,85.98,$4.35B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glpg
GALT,NASDAQ,Galectin Therapeutics Inc.,2.715,$94.1M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galt
GALE,NASDAQ,"Galena Biopharma, Inc.",0.5925,$22.18M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gale
GLMD,NASDAQ,Galmed Pharmaceuticals Ltd.,4.84,$58.8M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glmd
GLPI,NASDAQ,"Gaming and Leisure Properties, Inc.",35.6,$7.41B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/glpi
GPIC,NASDAQ,Gaming Partners International Corporation,9.78,$77.54M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/gpic
GRMN,NASDAQ,Garmin Ltd.,52.14,$9.81B,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/grmn
GARS,NASDAQ,Garrison Capital Inc.,8.97,$143.96M,2013,n/a,n/a,http://www.nasdaq.com/symbol/gars
GDS,NASDAQ,GDS Holdings Limited,8,$760.01M,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/gds
GEMP,NASDAQ,Gemphire Therapeutics Inc.,10.97,$116.25M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gemp
GENC,NASDAQ,Gencor Industries Inc.,15.85,$228.15M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/genc
GNCMA,NASDAQ,"General Communication, Inc.",36.09,$1.3B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/gncma
GFN,NASDAQ,General Finance Corporation,4.85,$127.82M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/gfn
GENE,NASDAQ,Genetic Technologies Ltd,1.13,$18.35M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gene
GNUS,NASDAQ,"Genius Brands International, Inc.",3.83,$22.32M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/gnus
GNMK,NASDAQ,"GenMark Diagnostics, Inc.",13.32,$627.2M,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gnmk
GNCA,NASDAQ,"Genocea Biosciences, Inc.",6.07,$173.02M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnca
GHDX,NASDAQ,"Genomic Health, Inc.",30.74,$1.06B,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ghdx
GNST,NASDAQ,GenSight Biologics S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnst
GNTX,NASDAQ,Gentex Corporation,19.81,$5.69B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/gntx
THRM,NASDAQ,Gentherm Inc,38.2,$1.4B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/thrm
GNVC,NASDAQ,"GenVec, Inc.",7.13,$16.21M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gnvc
GTWN,NASDAQ,"Georgetown Bancorp, Inc.",25.95,$47.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gtwn
GEOS,NASDAQ,Geospace Technologies Corporation,15.585,$209.47M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/geos
GABC,NASDAQ,"German American Bancorp, Inc.",31.56,$361.24M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gabc
GERN,NASDAQ,Geron Corporation,2.87,$456.84M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gern
GEVO,NASDAQ,"Gevo, Inc.",0.9626,$14.51M,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gevo
ROCK,NASDAQ,"Gibraltar Industries, Inc.",32,$1.01B,1993,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/rock
GIGM,NASDAQ,GigaMedia Limited,2.87,$31.72M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/gigm
GIGA,NASDAQ,Giga-tronics Incorporated,0.8,$7.64M,1983,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/giga
GIII,NASDAQ,"G-III Apparel Group, LTD.",21.47,$1.04B,1989,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/giii
GILT,NASDAQ,Gilat Satellite Networks Ltd.,5.07,$277.08M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/gilt
GILD,NASDAQ,"Gilead Sciences, Inc.",66.06,$86.36B,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gild
GBCI,NASDAQ,"Glacier Bancorp, Inc.",33.63,$2.58B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gbci
GLAD,NASDAQ,Gladstone Capital Corporation,9.85,$251.35M,2001,n/a,n/a,http://www.nasdaq.com/symbol/glad
GOOD,NASDAQ,Gladstone Commercial Corporation,20.21,$509.2M,2003,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/good
GAIN,NASDAQ,Gladstone Investment Corporation,9.19,$278.19M,2005,n/a,n/a,http://www.nasdaq.com/symbol/gain
LAND,NASDAQ,Gladstone Land Corporation,10.93,$129.53M,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/land
GLBZ,NASDAQ,Glen Burnie Bancorp,11.8501,$33.06M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/glbz
GBT,NASDAQ,"Global Blood Therapeutics, Inc.",32.6,$1.42B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gbt
GLBR,NASDAQ,"Global Brokerage, Inc.",1.95,$10.92M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/glbr
ENT,NASDAQ,Global Eagle Entertainment Inc.,2.77,$236.31M,2011,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ent
GBLI,NASDAQ,Global Indemnity Limited,38.71,$681.09M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gbli
GPAC,NASDAQ,Global Partner Acquisition Corp.,9.95,$193.09M,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gpac
SELF,NASDAQ,"Global Self Storage, Inc.",5,$38.1M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/self
GSOL,NASDAQ,Global Sources Ltd.,10.65,$257.97M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/gsol
GWRS,NASDAQ,"Global Water Resources, Inc.",8.6,$168.4M,2016,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/gwrs
KRMA,NASDAQ,Global X Conscious Companies ETF,17.1314,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krma
FINX,NASDAQ,Global X FinTech ETF,17.328,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/finx
ACTX,NASDAQ,Global X Guru Activist ETF,15.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/actx
BFIT,NASDAQ,Global X Health & Wellness Thematic ETF,15.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfit
SNSR,NASDAQ,Global X Internet of Things ETF,18.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snsr
LNGR,NASDAQ,Global X Longevity Thematic ETF,17.718,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lngr
MILN,NASDAQ,Global X Millennials Thematic ETF,17.4145,$4.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/miln
EFAS,NASDAQ,Global X MSCI SuperDividend EAFE ETF,17.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/efas
QQQC,NASDAQ,Global X NASDAQ China Technology ETF,23.9943,$19.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqqc
BOTZ,NASDAQ,Global X Robotics & Artificial Intelligence ETF,18.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/botz
CATH,NASDAQ,Global X S&P 500 Catholic Values ETF,29.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cath
SOCL,NASDAQ,Global X Social Media ETF,27.72,$115.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/socl
ALTY,NASDAQ,Global X SuperDividend Alternatives ETF,15.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alty
SRET,NASDAQ,Global X SuperDividend REIT ETF,14.7214,$2.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sret
YLCO,NASDAQ,Global X Yieldco Index ETF,11.63,$2.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ylco
GLBS,NASDAQ,Globus Maritime Limited,1.46,$40.34M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/glbs
GLUU,NASDAQ,Glu Mobile Inc.,2.675,$360.43M,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/gluu
GLYC,NASDAQ,"GlycoMimetics, Inc.",5,$123.2M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glyc
GOGO,NASDAQ,Gogo Inc.,13.26,$1.15B,2013,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/gogo
GLNG,NASDAQ,Golar LNG Limited,27.28,$2.76B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/glng
GMLP,NASDAQ,Golar LNG Partners LP,21.11,$1.46B,2011,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/gmlp
GDEN,NASDAQ,"Golden Entertainment, Inc.",17.88,$397.86M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/gden
GOGL,NASDAQ,Golden Ocean Group Limited,6.32,$730.81M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/gogl
GBDC,NASDAQ,"Golub Capital BDC, Inc.",20.2,$1.16B,2010,n/a,n/a,http://www.nasdaq.com/symbol/gbdc
GTIM,NASDAQ,Good Times Restaurants Inc.,3.7,$45.5M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/gtim
GPRO,NASDAQ,"GoPro, Inc.",8.54,$1.23B,2014,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/gpro
GSHT,NASDAQ,"Gores Holdings II, Inc.",10.16,$406.4M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/gsht
GOV,NASDAQ,Government Properties Income Trust,21.295,$1.52B,2009,Finance,Real Estate,http://www.nasdaq.com/symbol/gov
GPIA,NASDAQ,GP Investments Acquisition Corp.,10.04,$216.49M,2015,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/gpia
LOPE,NASDAQ,"Grand Canyon Education, Inc.",77.31,$3.7B,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lope
GRVY,NASDAQ,"GRAVITY Co., Ltd.",17.07,$59.31M,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/grvy
FULLL,NASDAQ,Great Elm Capital Corp.,25.624,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fulll
GEC,NASDAQ,"Great Elm Capital Group, Inc. ",3.35,$77.7M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gec
GLDD,NASDAQ,Great Lakes Dredge & Dock Corporation,4.9,$300.23M,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/gldd
GSBC,NASDAQ,"Great Southern Bancorp, Inc.",49.4,$693.23M,1989,Finance,Major Banks,http://www.nasdaq.com/symbol/gsbc
GNBC,NASDAQ,"Green Bancorp, Inc.",19.15,$708.84M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/gnbc
GRBK,NASDAQ,"Green Brick Partners, Inc.",10.9,$534.86M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/grbk
GPP,NASDAQ,Green Plains Partners LP,19.45,$618.52M,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gpp
GPRE,NASDAQ,"Green Plains, Inc.",24.475,$979.25M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gpre
